,nikkei,aord,nyse,dax,ftse,hangseng,sp500,djia
2017-04-07,18664.63,5902.6,11457.2905,12230.89,7349.37,24267.3,2357.49,20662.95
2017-04-10,18797.88,5948.9,11457.2905,12230.89,7348.94,24262.18,2357.49,20662.95
2017-04-11,18747.87,5964.6,11464.3411,12200.52,7365.5,24088.46,2357.16,20658.02
2017-04-12,18552.61,5968.9,11473.6193,12139.35,7348.99,24313.5,2353.78,20651.3
2017-04-13,18426.84,5925.9,11423.17,12154.7,7327.59,24261.66,2344.93,20591.86
2017-04-14,18335.63,5925.9,11324.5286,12109.0,7327.59,24261.66,2328.95,20453.25
2017-04-17,18355.26,5925.9,11324.5286,12109.0,7327.59,24261.66,2328.95,20453.25
2017-04-18,18418.59,5868.7,11427.077,12109.0,7147.5,23924.54,2349.01,20636.92
2017-04-19,18432.2,5839.9,11378.5777,12000.44,7114.36,23825.88,2342.19,20523.28
2017-04-20,18430.49,5854.4,11342.421,12016.45,7118.54,24056.98,2338.17,20404.49
2017-04-21,18620.75,5885.6,11426.914,12027.32,7114.55,24042.02,2355.84,20578.71
2017-04-24,18875.88,5900.7,11426.914,12027.32,7264.68,24139.48,2355.84,20578.71
2017-04-25,19079.33,5900.7,11531.79,12454.98,7275.64,24455.94,2374.15,20763.89
2017-04-26,19289.43,5936.8,11603.28,12467.04,7288.72,24578.43,2388.61,20996.12
2017-04-27,19251.87,5944.4,11592.9093,12472.8,7237.17,24698.48,2387.45,20975.09
2017-04-28,19196.74,5947.6,11578.516,12443.79,7203.94,24615.13,2388.77,20981.33
2017-05-01,19310.52,5976.4,11578.516,12443.79,7203.94,24615.13,2388.77,20981.33
2017-05-02,19445.7,5971.4,11536.4899,12443.79,7250.05,24696.13,2388.33,20913.46
2017-05-08,19895.7,5897.8,11536.4899,12443.79,7300.86,24577.91,2388.33,20913.46
2017-05-09,19843.0,5874.5,11595.2591,12694.55,7342.21,24889.03,2399.38,21012.28
2017-05-10,19900.09,5911.1,11567.5188,12749.12,7385.24,25015.42,2396.92,20975.78
2017-05-11,19961.55,5912.0,11598.985,12757.46,7386.63,25125.55,2399.63,20943.11
2017-05-12,19883.9,5870.9,11563.6014,12711.06,7435.39,25156.34,2394.44,20919.42
2017-05-15,19869.85,5868.4,11563.6014,12711.06,7454.37,25371.59,2394.44,20919.42
2017-05-16,19919.82,5882.2,11614.2317,12807.04,7522.03,25335.94,2402.32,20981.94
2017-05-17,19814.88,5821.2,11606.4862,12804.53,7503.47,25293.63,2400.67,20979.75
2017-05-18,19553.86,5775.5,11423.53,12631.61,7436.42,25136.52,2357.03,20606.93
2017-05-19,19590.76,5768.9,11434.0649,12590.06,7470.71,25174.87,2365.72,20663.02
2017-05-22,19678.28,5811.2,11434.0649,12590.06,7496.34,25391.34,2365.72,20663.02
2017-05-23,19613.28,5802.8,11585.2072,12619.46,7485.29,25403.15,2394.02,20894.83
2017-05-24,19742.98,5811.5,11604.62,12659.15,7514.9,25428.5,2398.42,20937.91
2017-05-25,19813.13,5828.8,11621.2321,12642.87,7517.71,25630.78,2404.39,21012.42
2017-05-26,19686.84,5792.1,11639.3032,12621.72,7547.63,25639.27,2415.07,21082.95
2017-05-29,19682.57,5747.7,11639.3032,12621.72,7547.63,25701.63,2415.07,21082.95
2017-05-30,19677.85,5756.0,11639.3032,12628.95,7526.51,25701.63,2415.07,21082.95
2017-05-31,19650.57,5761.3,11601.31,12598.68,7519.95,25660.65,2412.91,21029.47
2017-06-01,19860.03,5772.5,11598.0319,12615.06,7543.77,25809.22,2411.8,21008.65
2017-06-02,20177.28,5821.1,11699.79,12664.92,7547.63,25924.05,2430.06,21144.18
2017-06-05,20170.82,5792.1,11699.79,12664.92,7525.76,25862.99,2430.06,21144.18
2017-06-06,19979.9,5708.1,11693.68,12664.92,7524.95,25997.14,2436.1,21184.04
2017-06-07,19984.62,5707.8,11671.46,12690.12,7478.62,25974.16,2429.33,21136.23
2017-06-08,19909.26,5714.8,11667.7306,12672.49,7449.98,26063.06,2433.14,21173.69
2017-06-09,20013.26,5715.5,11678.95,12713.58,7527.33,26030.29,2433.79,21182.53
2017-06-12,19908.58,5715.5,11678.95,12713.58,7511.87,25708.04,2433.79,21182.53
2017-06-13,19898.75,5801.8,11746.4626,12690.44,7500.44,25852.1,2429.39,21235.67
2017-06-14,19883.52,5862.2,11796.79,12764.98,7474.4,25875.9,2440.35,21328.47
2017-06-15,19831.82,5796.7,11779.8093,12805.95,7419.36,25565.34,2437.92,21374.56
2017-06-16,19943.26,5808.0,11740.52,12691.81,7463.54,25626.49,2432.46,21359.9
2017-06-19,20067.75,5835.5,11740.52,12691.81,7523.81,25924.55,2432.46,21359.9
2017-06-20,20230.41,5792.3,11833.3411,12888.95,7472.71,25843.04,2453.46,21528.99
2017-06-21,20138.79,5703.2,11738.95,12814.79,7447.79,25694.58,2437.03,21467.14
2017-06-22,20110.51,5742.3,11696.28,12774.26,7439.29,25674.53,2435.61,21410.03
2017-06-23,20132.67,5754.6,11712.5191,12794.0,7424.13,25670.05,2434.5,21397.29
2017-06-26,20153.35,5758.4,11712.5191,12794.0,7446.8,25871.89,2434.5,21397.29
2017-06-27,20225.09,5752.5,11758.8603,12770.83,7434.36,25839.99,2439.07,21409.55
2017-06-28,20130.41,5796.1,11716.9209,12671.02,7387.8,25683.5,2419.38,21310.66
2017-06-29,20220.3,5855.9,11812.8,12647.27,7350.32,25965.42,2440.69,21454.61
2017-06-30,20033.43,5764.0,11739.98,12416.19,7312.72,25764.58,2419.7,21287.03
2017-07-03,20055.8,5727.5,11739.98,12416.19,7377.09,25784.17,2419.7,21287.03
2017-07-04,20032.35,5819.6,11835.72,12475.31,7357.23,25389.01,2429.01,21479.27
2017-07-05,20081.63,5801.0,11835.72,12437.13,7367.6,25521.97,2429.01,21479.27
2017-07-06,19994.06,5797.5,11809.49,12453.68,7337.28,25465.22,2432.54,21478.17
2017-07-07,19929.09,5743.9,11702.43,12381.25,7350.92,25340.85,2409.75,21320.04
2017-07-10,20080.98,5762.9,11702.43,12381.25,7370.03,25500.06,2409.75,21320.04
2017-07-11,20195.48,5768.5,11751.7899,12445.92,7329.76,25877.64,2427.43,21408.52
2017-07-12,20098.38,5717.7,11744.77,12437.02,7416.93,26043.64,2425.53,21409.07
2017-07-13,20099.81,5779.1,11825.8968,12626.58,7413.44,26346.17,2443.25,21532.14
2017-07-14,20118.86,5808.7,11844.6226,12641.33,7378.39,26389.23,2447.83,21553.09
2017-07-18,19999.91,5738.1,11890.51,12587.16,7390.22,26524.94,2459.14,21629.72
2017-07-19,20020.86,5779.4,11877.4169,12430.39,7430.91,26672.16,2460.61,21574.73
2017-07-20,20144.59,5805.7,11941.34,12452.05,7487.87,26740.21,2473.83,21640.75
2017-07-21,20099.75,5771.2,11944.4948,12447.25,7452.91,26706.09,2473.45,21611.78
2017-07-24,19975.67,5738.0,11944.4948,12447.25,7377.73,26846.83,2473.45,21611.78
2017-07-25,19955.2,5775.3,11904.7111,12208.95,7434.82,26852.05,2469.91,21513.17
2017-07-26,20050.16,5823.3,11965.72,12264.31,7452.32,26941.02,2477.13,21613.43
2017-07-27,20079.64,5832.2,11964.91,12305.11,7443.01,27131.17,2477.83,21711.01
2017-07-28,19959.84,5755.2,11963.2288,12212.04,7368.37,26979.39,2475.42,21796.55
2017-07-31,19925.18,5773.9,11963.2288,12212.04,7372.0,27323.99,2475.42,21796.55
2017-08-01,19985.79,5820.6,11967.6682,12118.25,7423.66,27540.23,2470.3,21891.12
2017-08-02,20080.04,5794.5,12000.02,12251.29,7411.43,27607.38,2476.35,21963.92
2017-08-03,20029.26,5786.8,11979.37,12181.48,7474.77,27531.01,2477.57,22016.24
2017-08-04,19952.33,5773.3,11956.5162,12154.72,7511.71,27562.68,2472.16,22026.1
2017-08-07,20055.89,5824.5,11956.5162,12154.72,7531.94,27690.36,2472.16,22026.1
2017-08-08,19996.01,5795.7,11987.7739,12257.17,7542.73,27854.91,2480.91,22118.42
2017-08-09,19738.71,5816.4,11949.97,12292.05,7498.06,27757.09,2474.92,22085.34
2017-08-10,19729.74,5810.6,11929.4645,12154.0,7389.94,27444.0,2474.02,22048.7
2017-08-14,19537.1,5778.6,11929.4645,12154.0,7353.89,27250.23,2474.02,22048.7
2017-08-15,19753.31,5804.0,11856.06,12165.12,7383.85,27174.96,2465.84,21993.71
2017-08-16,19729.28,5830.8,11843.48,12177.04,7433.03,27409.07,2464.61,21998.99
2017-08-17,19702.63,5827.2,11868.85,12263.86,7387.87,27344.22,2468.11,22024.87
2017-08-18,19470.41,5798.5,11712.7155,12203.46,7323.98,27047.57,2430.01,21750.73
2017-08-21,19393.13,5780.0,11712.7155,12203.46,7318.88,27154.68,2430.01,21750.73
2017-08-22,19383.84,5804.8,11719.2665,12065.99,7381.74,27401.67,2428.37,21703.75
2017-08-23,19434.64,5792.7,11805.29,12229.34,7382.65,27401.67,2452.51,21899.89
2017-08-24,19353.77,5801.7,11785.9221,12174.3,7407.06,27518.6,2444.04,21812.09
2017-08-25,19452.61,5803.4,11773.8,12180.83,7401.46,27848.16,2438.97,21783.4
2017-08-28,19449.9,5771.2,11773.8,12180.83,7401.46,27863.29,2438.97,21783.4
2017-08-29,19362.55,5733.6,11800.2193,12123.47,7337.43,27765.01,2444.24,21808.4
2017-08-30,19506.54,5733.8,11791.8786,11945.88,7365.26,28094.61,2446.3,21865.37
2017-08-31,19646.24,5776.3,11805.071,12002.47,7430.62,27970.3,2457.59,21892.43
2017-09-01,19691.47,5786.1,11875.693,12055.84,7438.5,27953.16,2471.65,21948.1
2017-09-04,19508.25,5763.8,11875.693,12055.84,7411.47,27740.26,2471.65,21948.1
